ID,2017_FinishTime
5217,04:01:13
5218,03:26:57
5219,05:37:51
5220,03:56:43
5221,04:20:09
5222,04:26:55
5223,05:15:32
5224,04:59:36
5225,04:15:35
5226,04:14:33
5227,05:58:54
5228,04:20:00
5229,04:53:41
5230,04:55:00
5231,04:21:24
5232,04:50:58
5233,04:44:08
5234,04:57:18
5235,04:11:39
5236,03:30:20
5237,04:03:24
5238,04:54:15
5239,03:49:09
5240,05:41:01
5241,04:26:25
5242,03:53:22
5243,04:16:15
5244,03:58:43
5245,03:58:16
5246,03:52:21
5247,07:07:51
5248,04:53:00
5249,03:56:51
5250,03:54:56
5251,03:11:33
5252,04:09:15
5253,04:06:28
5254,05:09:57
5255,03:11:26
5256,04:01:56
5257,04:29:43
5258,05:38:47
5259,04:34:41
5260,05:12:33
5261,04:35:20
5262,03:50:55
5263,04:59:16
5264,04:51:49
5265,03:58:13
5266,04:16:53
5267,04:29:00
5268,03:58:46
5269,03:51:06
5270,06:03:45
5271,04:33:36
5272,04:00:29
5273,04:19:21
5274,04:42:51
5275,04:12:03
5276,03:40:07
5277,04:14:05
5278,04:53:09
5279,04:46:35
5280,04:38:00
5281,05:35:13
5282,04:54:00
5283,04:34:20
5284,05:53:06
5285,03:49:55
5286,04:40:29
5287,05:14:03
5288,03:51:30
5289,04:13:18
5290,07:02:38
5291,03:59:35
5292,04:14:32
5293,03:57:35
5294,03:33:40
5295,05:16:46
5296,04:25:33
5297,05:29:02
5298,03:45:42
5299,05:20:53
5300,03:56:20
5301,04:51:01
5302,05:39:09
5303,04:54:22
5304,05:48:10
5305,04:44:20
5306,03:32:40
5307,04:06:03
5308,03:32:38
5309,04:01:24
5310,05:19:26
5311,04:49:39
5312,04:40:44
5313,03:46:47
5314,05:06:42
5315,04:51:25
5316,03:39:31
5317,04:08:58
5318,03:42:05
5319,03:35:35
5320,05:27:41
5321,03:54:08
5322,05:35:36
5323,04:24:31
5324,04:16:43
5325,03:51:11
5326,05:35:43
5327,04:33:34
5328,04:45:42
5329,03:53:45
5330,05:16:35
5331,04:04:46
5332,04:54:26
5333,04:49:45
5334,05:05:26
5335,04:47:51
5336,04:03:11
5337,03:34:14
5338,03:47:20
5339,04:25:46
5340,03:25:06
5341,04:38:02
5342,04:37:43
5343,04:13:00
5344,03:42:10
5345,06:13:41
5346,04:22:44
5347,04:57:15
5348,03:41:54
5349,06:38:21
5350,04:53:44
5351,05:54:29
5352,03:41:05
5353,05:29:30
5354,05:41:45
5355,03:50:03
5356,04:53:35
5357,03:25:18
5358,04:41:40
5359,05:29:54
5360,04:19:45
5361,05:25:25
5362,04:39:33
5363,04:20:49
5364,05:41:12
5365,04:28:22
5366,05:03:29
5367,04:07:51
5368,06:33:49
5369,05:42:33
5370,04:40:03
5371,03:57:01
5372,05:54:13
5373,03:16:27
5374,03:49:54
5375,03:44:55
5376,03:34:26
5377,04:44:51
5378,03:20:46
5379,02:26:35
5380,04:16:27
5381,04:00:31
5382,03:40:53
5383,03:12:04
5384,04:55:48
5385,05:33:15
5386,04:40:30
5387,04:10:39
5388,04:06:20
5389,03:56:29
5390,03:17:12
5391,04:31:59
5392,05:02:45
5393,04:14:24
5394,03:44:01
5395,04:56:30
5396,05:01:08
5397,06:39:57
5398,03:51:16
5399,03:33:30
5400,03:46:27
5401,03:42:37
5402,04:58:19
5403,05:42:46
5404,03:42:03
5405,04:52:07
5406,03:41:18
5407,03:54:38
5408,05:28:16
5409,03:50:20
5410,04:37:57
5411,04:07:07
5412,04:17:17
5413,05:26:31
5414,03:33:07
5415,03:22:14
5416,05:22:33
5417,03:44:23
5418,03:59:17
5419,03:45:17
5420,05:06:22
5421,04:22:25
5422,05:02:19
5423,04:37:57
5424,04:40:31
5425,04:02:22
5426,04:34:24
5427,03:54:27
5428,04:50:47
5429,05:37:04
5430,03:47:48
5431,04:03:06
5432,04:10:57
5433,04:33:27
5434,04:08:11
5435,03:56:25
5436,03:04:05
5437,04:11:27
5438,03:25:00
5439,05:02:09
5440,03:53:58
5441,05:13:53
5442,03:34:35
5443,04:25:59
5444,05:11:01
5445,05:34:20
5446,05:08:09
5447,04:49:39
5448,04:39:07
5449,03:22:27
5450,04:50:44
5451,04:51:59
5452,03:51:23
5453,04:37:30
5454,03:56:43
5455,04:19:34
5456,05:50:03
5457,04:23:39
5458,04:33:19
5459,05:48:31
5460,04:55:57
5461,04:41:21
5462,03:50:54
5463,05:45:16
5464,05:52:04
5465,03:33:18
5466,05:06:41
5467,05:03:36
5468,04:44:00
5469,03:37:56
5470,03:42:11
5471,04:43:49
5472,05:22:21
5473,05:21:03
5474,03:51:31
5475,05:26:46
5476,04:31:37
5477,03:32:27
5478,02:49:26
5479,04:46:16
5480,06:13:37
5481,05:47:34
5482,05:06:21
5483,03:52:20
5484,03:48:38
5485,04:04:29
5486,05:38:43
5487,04:53:52
5488,04:24:10
5489,03:41:09
5490,05:45:39
5491,05:03:58
5492,04:51:30
5493,03:37:46
5494,03:47:29
5495,05:41:32
5496,03:21:39
5497,04:34:40
5498,05:08:57
5499,04:20:04
5500,04:39:06
5501,04:00:08
5502,04:13:57
5503,02:45:57
5504,05:44:06
5505,04:32:32
5506,03:51:05
5507,03:51:40
5508,04:13:25
5509,03:45:25
5510,05:53:02
5511,04:09:12
5512,03:51:10
5513,03:14:44
5514,04:03:49
5515,05:37:03
5516,05:11:40
5517,04:33:57
5518,02:56:09
5519,05:30:03
5520,04:42:35
5521,04:37:52
5522,04:13:33
5523,04:18:46
5524,04:04:03
5525,04:39:08
5526,02:50:47
5527,03:51:28
5528,03:32:24
5529,04:29:26
5530,03:58:48
5531,05:58:23
5532,03:57:02
5533,05:13:22
5534,03:51:11
5535,03:33:28
5536,04:20:19
5537,03:57:03
5538,05:03:25
5539,05:15:34
5540,03:32:12
5541,04:40:00
5542,04:33:26
5543,04:28:54
5544,04:32:41
5545,03:39:26
5546,04:51:51
5547,04:08:15
5548,02:45:22
5549,04:06:26
5550,05:11:58
5551,04:53:12
5552,05:06:50
5553,04:43:23
5554,04:33:17
5555,04:03:17
5556,02:56:39
5557,04:06:00
5558,04:21:40
5559,05:27:23
5560,04:37:17
5561,06:32:25
5562,05:58:54
5563,03:57:19
5564,04:01:16
5565,04:13:27
5566,03:17:04
5567,03:30:47
5568,04:11:47
5569,04:17:06
5570,05:06:06
5571,06:31:03
5572,03:53:17
5573,04:36:02
5574,03:41:04
5575,04:09:04
5576,06:16:01
5577,05:30:36
5578,03:52:47
5579,04:03:08
5580,04:45:13
5581,04:37:53
5582,05:26:35
5583,06:00:59
5584,03:44:03
5585,04:33:46
5586,05:40:57
5587,03:53:07
5588,03:23:15
5589,03:59:47
5590,03:43:45
5591,05:56:21
5592,04:08:48
5593,03:58:26
5594,04:35:04
5595,04:50:14
5596,05:00:42
5597,04:41:48
5598,04:50:14
5599,04:52:20
5600,04:54:22
5601,04:29:45
5602,04:37:04
5603,05:09:31
5604,04:53:43
5605,04:34:44
5606,03:20:40
5607,04:42:41
5608,04:05:05
5609,06:01:00
5610,05:41:46
5611,05:08:59
5612,03:25:33
5613,04:02:58
5614,05:23:13
5615,05:09:20
5616,05:52:10
5617,04:35:45
5618,05:22:54
5619,04:19:06
5620,04:03:35
5621,03:23:48
5622,04:06:56
5623,04:55:43
5624,04:46:51
5625,04:18:51
5626,04:28:37
5627,06:00:00
5628,06:11:36
5629,04:23:46
5630,04:36:12
5631,04:29:38
5632,04:11:08
5633,04:56:23
5634,04:35:13
5635,04:20:32
5636,04:11:07
5637,05:32:15
5638,03:15:13
5639,03:27:16
5640,04:12:03
5641,04:13:34
5642,04:44:37
5643,04:54:05
5644,03:58:55
5645,03:40:33
5646,04:20:08
5647,05:15:13
5648,03:28:57
5649,03:47:07
5650,04:09:19
5651,04:17:45
5652,04:46:09
5653,04:58:18
5654,04:47:58
5655,03:48:54
5656,04:19:35
5657,02:54:13
5658,04:40:42
5659,03:25:36
5660,04:54:23
5661,03:41:50
5662,04:00:12
5663,04:44:37
5664,05:37:32
5665,05:41:25
5666,03:27:50
5667,04:21:55
5668,04:24:17
5669,04:17:52
5670,05:12:27
5671,05:13:55
5672,05:40:21
5673,05:34:11
5674,04:09:39
5675,05:01:11
5676,05:10:13
5677,04:37:37
5678,03:47:20
5679,05:17:47
5680,03:57:27
5681,04:52:40
5682,04:50:54
5683,05:56:17
5684,03:53:13
5685,03:59:07
5686,06:38:48
5687,05:10:46
5688,06:13:02
5689,03:32:57
5690,04:12:25
5691,04:00:18
5692,05:00:00
5693,04:29:19
5694,04:00:42
5695,04:42:28
5696,04:30:49
5697,02:32:21
5698,04:00:41
5699,03:19:05
5700,05:33:56
5701,04:10:32
5702,05:01:23
5703,03:52:10
5704,04:37:43
5705,04:24:48
5706,05:11:48
5707,04:16:12
5708,03:58:13
5709,04:28:07
5710,05:16:37
5711,05:49:11
5712,04:39:39
5713,05:56:01
5714,04:06:44
5715,05:38:50
5716,03:37:14
5717,04:54:06
5718,04:21:57
5719,03:52:49
5720,05:28:46
5721,04:07:38
5722,04:26:36
5723,04:34:58
5724,03:18:55
5725,03:50:47
5726,05:14:34
5727,03:59:09
5728,05:47:13
5729,04:50:50
5730,05:03:50
5731,03:24:46
5732,05:10:02
5733,04:22:31
5734,04:01:37
5735,04:00:22
5736,04:37:53
5737,04:51:04
5738,03:45:23
5739,04:26:51
5740,03:59:11
5741,02:23:48
5742,05:27:10
5743,04:56:25
5744,04:26:02
5745,04:50:30
5746,05:10:38
5747,04:42:47
5748,03:22:10
5749,03:24:30
5750,04:20:48
5751,06:54:42
5752,03:42:34
5753,04:37:59
5754,04:25:52
5755,04:19:38
5756,05:28:54
5757,04:25:48
5758,04:16:58
5759,05:07:51
5760,03:13:41
5761,05:38:35
5762,04:37:15
5763,03:57:00
5764,03:30:35
5765,04:09:28
5766,04:18:18
5767,05:23:50
5768,05:11:19
5769,04:14:13
5770,04:32:46
5771,04:08:30
5772,05:15:24
5773,05:22:15
5774,04:54:25
5775,03:19:42
5776,04:58:16
5777,03:05:40
5778,02:33:16
5779,03:34:09
5780,05:40:49
5781,03:59:46
5782,03:57:05
5783,05:09:57
5784,02:56:48
5785,04:45:43
5786,05:55:20
5787,04:12:12
5788,04:23:02
5789,05:18:33
5790,04:29:37
5791,05:30:40
5792,04:31:12
5793,04:08:39
5794,03:22:31
5795,03:55:22
5796,04:25:57
5797,04:16:17
5798,06:01:10
5799,05:31:47
5800,04:59:09
5801,04:35:03
5802,05:16:37
5803,04:23:50
5804,06:51:05
5805,03:36:28
5806,03:47:17
5807,03:59:09
5808,04:30:48
5809,04:20:27
5810,04:46:28
5811,03:00:51
5812,05:06:06
5813,05:20:24
5814,03:47:26
5815,04:15:16
5816,05:57:06
5817,04:23:00
5818,05:44:54
5819,03:44:41
5820,03:44:40
5821,04:19:47
5822,05:17:21
5823,03:37:24
5824,05:14:18
5825,04:24:24
5826,04:32:02
5827,03:52:32
5828,04:48:11
5829,05:44:39
5830,04:45:31
5831,05:04:53
5832,04:22:29
5833,05:31:22
5834,03:52:29
5835,05:09:24
5836,04:01:08
5837,03:45:46
5838,03:22:03
5839,05:12:49
5840,03:57:12
5841,05:44:37
5842,03:48:35
5843,03:31:59
5844,03:58:14
5845,03:41:50
5846,04:44:43
5847,03:32:37
5848,04:37:16
5849,04:42:40
5850,04:33:10
5851,04:51:40
5852,05:50:39
5853,04:21:33
5854,05:54:01
5855,03:47:42
5856,05:42:31
5857,03:31:33
5858,04:05:11
5859,06:51:08
5860,03:28:25
5861,05:02:03
5862,04:28:57
5863,04:40:14
5864,04:17:46
5865,05:17:32
5866,03:52:45
5867,07:06:41
5868,04:41:40
5869,05:56:21
5870,04:33:50
5871,05:23:49
5872,04:49:02
5873,04:11:31
5874,03:32:50
5875,03:43:23
5876,05:31:12
5877,05:13:52
5878,04:34:03
5879,03:11:57
5880,03:32:32
5881,03:33:56
5882,03:21:16
5883,04:23:52
5884,03:22:48
5885,03:54:16
5886,03:30:12
5887,04:25:32
5888,04:19:12
5889,04:13:38
5890,03:49:36
5891,06:50:05
5892,05:37:21
5893,04:27:56
5894,03:43:34
5895,04:53:43
5896,05:00:35
5897,06:37:46
5898,04:29:52
5899,04:39:13
5900,06:13:10
5901,04:26:49
5902,04:04:18
5903,05:04:01
5904,04:46:16
5905,06:04:16
5906,03:39:47
5907,03:13:01
5908,04:05:56
5909,04:41:48
5910,03:21:57
5911,03:42:37
5912,04:33:05
5913,04:31:23
5914,05:01:55
5915,03:58:16
5916,05:00:46
5917,03:49:31
5918,03:29:06
5919,04:33:24
5920,05:28:57
5921,05:40:47
5922,04:31:23
5923,05:37:37
5924,07:19:09
5925,04:24:31
5926,04:22:13
5927,04:05:53
5928,04:45:42
5929,05:18:17
5930,04:19:08
5931,03:56:04
5932,05:55:48
5933,04:49:00
5934,05:03:59
5935,03:54:28
5936,04:11:17
5937,05:37:46
5938,03:27:50
5939,04:15:46
5940,04:44:16
5941,04:19:44
5942,05:12:34
5943,04:39:37
5944,03:55:29
5945,04:05:41
5946,04:30:14
5947,04:18:01
5948,04:54:11
5949,03:57:47
5950,03:33:05
5951,04:42:52
5952,03:57:41
5953,04:35:54
5954,04:34:39
5955,04:44:23
5956,05:19:14
5957,04:44:54
5958,04:53:53
5959,03:53:21
5960,04:07:42
5961,05:59:23
5962,03:27:57
5963,04:40:15
5964,05:09:52
5965,04:58:21
5966,04:22:55
5967,03:26:42
5968,03:37:34
5969,04:22:34
5970,04:25:02
5971,05:13:47
5972,04:29:14
5973,04:17:52
5974,03:50:01
5975,04:11:28
5976,05:01:37
5977,04:39:00
5978,03:14:41
5979,05:35:40
5980,04:26:18
5981,06:06:47
5982,04:06:48
5983,04:50:32
5984,04:16:21
5985,04:53:53
5986,04:31:55
5987,04:53:31
5988,03:10:09
5989,05:38:51
5990,05:08:32
5991,03:16:11
5992,03:37:20
5993,03:51:21
5994,05:35:40
5995,03:40:54
5996,03:58:39
5997,03:58:28
5998,03:43:26
5999,04:04:44
6000,02:45:01
6001,06:13:38
6002,03:53:15
6003,04:33:01
6004,04:58:55
6005,04:54:52
6006,04:15:18
6007,04:30:02
6008,04:33:36
6009,04:32:49
6010,04:40:55
6011,07:01:34
6012,04:38:44
6013,05:07:34
6014,04:34:53
6015,04:17:12
6016,04:06:47
6017,04:32:52
6018,03:57:58
6019,04:41:59
6020,04:05:43
6021,04:47:16
6022,03:34:40
6023,04:29:00
6024,04:19:53
6025,04:25:53
6026,05:12:43
6027,04:10:36
6028,03:14:23
6029,05:28:03
6030,06:59:08
6031,03:27:54
6032,03:15:45
6033,04:18:25
6034,04:28:09
6035,03:20:22
6036,06:14:20
6037,07:06:09
6038,04:25:38
6039,05:04:22
6040,04:25:29
6041,05:05:32
6042,07:43:15
6043,05:45:23
6044,03:47:36
6045,04:11:34
6046,04:46:21
6047,04:51:18
6048,04:56:14
6049,04:56:21
6050,05:24:58
6051,03:45:56
6052,05:03:33
6053,03:52:06
6054,04:33:56
6055,04:42:31
6056,04:19:20
6057,05:14:32
6058,04:36:42
6059,03:51:10
6060,03:58:03
6061,05:51:59
6062,06:03:42
6063,03:35:40
6064,04:08:03
6065,03:31:53
6066,03:27:37
6067,04:30:33
6068,04:40:57
6069,04:23:05
6070,06:58:52
6071,05:07:25
6072,03:25:11
6073,06:38:05
6074,04:43:06
6075,04:23:36
6076,04:18:05
6077,03:34:57
6078,02:45:08
6079,03:38:25
6080,04:07:20
6081,04:04:30
6082,05:23:20
6083,04:00:07
6084,04:46:47
6085,04:46:58
6086,04:22:53
6087,03:56:51
6088,05:19:00
6089,04:09:07
6090,03:58:23
6091,03:52:28
6092,04:15:11
6093,03:04:12
6094,04:00:12
6095,04:27:40
6096,03:55:23
6097,03:59:58
6098,04:24:13
6099,04:47:32
6100,06:33:12
6101,03:59:48
6102,04:22:10
6103,03:37:57
6104,05:24:55
6105,04:33:41
6106,03:55:11
6107,05:16:20
6108,05:46:07
6109,05:49:31
6110,04:10:49
6111,04:29:26
6112,04:42:42
6113,06:35:27
6114,05:16:38
6115,06:48:30
6116,03:06:43
6117,04:52:49
6118,05:35:42
6119,05:00:46
6120,05:17:32
6121,04:10:02
6122,03:21:32
6123,04:30:59
6124,04:38:36
6125,04:43:16
6126,06:02:05
6127,05:02:02
6128,04:27:04
6129,04:41:53
6130,05:44:52
6131,03:55:51
6132,05:16:23
6133,05:49:11
6134,03:50:31
6135,03:37:15
6136,04:08:42
6137,05:12:50
6138,05:05:46
6139,03:15:54
6140,05:14:21
6141,04:10:39
6142,04:11:16
6143,04:39:44
6144,05:41:21
6145,04:00:35
6146,04:14:02
6147,03:40:55
6148,07:24:32
6149,03:50:47
6150,04:35:48
6151,04:10:50
6152,03:06:32
6153,05:03:26
6154,04:57:14
6155,04:56:19
6156,04:53:44
6157,04:48:45
6158,05:40:15
6159,03:29:45
6160,05:30:43
6161,06:30:45
6162,03:35:07
6163,04:44:13
6164,04:50:58
6165,03:39:09
6166,04:13:31
6167,03:49:40
6168,04:16:39
6169,05:11:46
6170,04:22:40
6171,04:05:10
6172,05:07:35
6173,03:34:36
6174,04:13:19
6175,05:23:37
6176,04:11:44
6177,04:50:07
6178,04:51:49
6179,04:40:43
6180,02:34:53
6181,04:55:48
6182,03:06:55
6183,05:55:52
6184,03:31:34
6185,06:10:42
6186,03:16:08
6187,04:00:46
6188,05:25:38
6189,04:03:13
6190,04:34:45
6191,04:52:22
6192,04:07:01
6193,05:23:02
6194,04:53:10
6195,04:49:18
6196,04:13:37
6197,04:33:45
6198,04:09:08
6199,03:21:17
6200,03:10:04
6201,03:39:23
6202,02:54:44
6203,03:56:26
6204,04:02:44
6205,03:57:27
6206,03:35:04
6207,03:44:13
6208,03:38:07
6209,03:37:42
6210,07:43:17
6211,04:37:01
6212,04:14:55
6213,05:43:46
6214,04:32:52
6215,06:32:23
6216,04:16:47
6217,03:36:15
6218,04:29:01
6219,05:02:11
6220,04:47:23
6221,04:22:47
6222,05:42:00
6223,03:28:58
6224,04:16:41
6225,05:41:38
6226,04:38:17
6227,04:28:19
6228,03:00:44
6229,04:58:41
6230,07:21:08
6231,04:25:01
6232,03:58:50
6233,03:21:21
6234,06:01:53
6235,03:57:38
6236,04:49:47
6237,04:39:01
6238,05:59:18
6239,04:02:50
6240,03:49:49
6241,03:57:13
6242,04:15:20
6243,03:44:14
6244,03:18:34
6245,03:28:24
6246,03:28:09
6247,04:25:59
6248,04:16:10
6249,03:41:07
6250,05:25:27
6251,03:47:58
6252,05:00:33
6253,03:17:17
6254,03:41:09
6255,05:03:25
6256,04:44:51
6257,04:30:13
6258,04:10:19
6259,04:07:30
6260,03:26:40
6261,05:22:35
6262,03:19:10
6263,04:24:00
6264,03:56:47
6265,04:47:07
6266,04:17:27
6267,05:20:37
6268,03:56:16
6269,06:17:24
6270,04:01:30
6271,04:04:51
6272,04:43:16
6273,02:17:33
6274,03:57:48
6275,03:51:59
6276,05:30:44
6277,04:54:14
6278,04:45:45
6279,04:08:54
6280,05:09:12
6281,02:55:09
6282,03:44:13
6283,03:24:09
6284,06:34:26
6285,03:31:31
6286,03:25:43
6287,05:01:52
6288,05:29:25
6289,03:13:08
6290,05:27:17
6291,04:03:50
6292,05:06:39
6293,05:36:58
6294,03:22:28
6295,03:42:42
6296,03:48:23
6297,04:04:59
6298,04:00:08
6299,07:01:40
6300,04:34:08
6301,06:33:38
6302,04:48:35
6303,05:54:57
6304,06:08:25
6305,02:54:27
6306,05:50:06
6307,04:12:35
6308,05:39:29
6309,04:55:47
6310,04:47:42
6311,04:30:24
6312,04:51:53
6313,05:28:59
6314,04:56:23
6315,04:24:28
6316,05:49:18
6317,04:52:40
6318,04:31:09
6319,03:39:54
6320,04:39:08
6321,05:30:17
6322,04:47:58
6323,05:42:36
6324,03:57:38
6325,04:07:15
6326,04:32:22
6327,04:49:56
6328,04:50:16
6329,04:33:33
6330,03:35:01
6331,04:29:31
6332,03:16:10
6333,04:19:15
6334,03:18:46
6335,04:56:38
6336,04:10:55
6337,03:27:59
6338,04:10:07
6339,04:01:39
6340,04:10:53
6341,03:33:14
6342,04:50:58
6343,03:56:53
6344,04:12:22
6345,03:53:18
6346,05:14:36
6347,03:25:49
6348,04:20:19
6349,05:16:57
6350,07:21:07
6351,03:31:26
6352,04:24:55
6353,03:21:20
6354,03:46:26
6355,04:05:35
6356,05:09:45
6357,04:57:09
6358,04:25:42
6359,04:56:39
6360,02:57:00
6361,04:25:09
6362,04:26:51
6363,04:56:16
6364,04:35:33
6365,04:43:45
6366,04:24:42
6367,03:55:13
6368,04:11:40
6369,05:02:10
6370,05:06:34
6371,03:31:54
6372,03:29:09
6373,05:19:52
6374,04:19:43
6375,04:02:46
6376,04:20:25
6377,04:30:24
6378,04:55:18
6379,05:36:04
6380,05:33:48
6381,03:40:49
6382,06:48:53
6383,03:54:38
6384,03:09:45
6385,04:00:14
6386,04:15:37
6387,04:19:41
6388,03:35:16
6389,04:27:56
6390,03:44:06
6391,04:45:17
6392,03:46:42
6393,03:56:12
6394,03:32:45
6395,05:30:07
6396,03:57:10
6397,03:52:33
6398,04:57:26
6399,05:05:16
6400,05:33:18
6401,03:12:43
6402,04:46:36
6403,05:32:10
6404,04:59:33
6405,04:29:06
6406,07:08:32
6407,04:01:57
6408,03:09:05
6409,04:47:08
6410,03:29:16
6411,04:00:15
6412,03:11:07
6413,03:44:38
6414,04:58:14
6415,04:13:25
6416,04:48:44
6417,04:25:02
6418,05:45:12
6419,04:14:55
6420,04:18:13
6421,03:49:07
6422,03:47:41
6423,05:23:59
6424,04:26:13
6425,03:51:41
6426,05:04:55
6427,02:17:35
6428,05:03:34
6429,03:59:56
6430,04:35:30
6431,04:09:23
6432,04:43:00
6433,04:07:33
6434,05:55:13
6435,03:55:08
6436,03:02:02
6437,03:11:05
6438,03:31:42
6439,03:42:15
6440,03:52:20
6441,05:15:54
6442,04:36:14
6443,04:12:09
6444,04:47:00
6445,05:04:59
6446,03:33:25
6447,05:01:26
6448,05:25:53
6449,03:36:34
6450,04:55:13
6451,03:34:09
6452,05:21:29
6453,05:01:50
6454,03:56:00
6455,03:15:44
6456,03:25:36
6457,05:28:04
6458,06:51:47
6459,04:03:05
6460,06:33:15
6461,07:00:28
6462,05:36:21
6463,03:57:26
6464,04:03:11
6465,05:31:19
6466,03:06:09
6467,04:16:55
6468,05:21:41
6469,03:44:43
6470,04:29:53
6471,04:07:45
6472,04:54:58
6473,04:21:02
6474,03:38:02
6475,03:30:02
6476,03:49:06
6477,05:09:08
6478,04:11:11
6479,04:11:48
6480,05:07:33
6481,04:07:43
6482,03:52:33
6483,04:46:44
6484,05:45:00
6485,04:46:58
6486,04:00:02
6487,04:45:48
6488,03:54:40
6489,03:09:37
6490,04:22:36
6491,03:27:33
6492,05:54:32
6493,03:54:39
6494,04:07:48
6495,04:04:05
6496,03:52:21
6497,02:53:18
6498,03:57:21
6499,05:42:25
6500,04:58:13
6501,06:04:38
6502,03:27:42
6503,05:58:30
6504,04:07:18
6505,04:39:42
6506,03:34:31
6507,03:59:33
6508,04:59:03
6509,03:22:33
6510,04:30:08
6511,05:36:11
6512,05:27:16
6513,04:46:59
6514,04:35:29
6515,04:02:20
6516,04:31:38
6517,04:50:32
6518,05:01:48
6519,05:46:11
6520,03:17:26
6521,05:23:29
6522,05:14:42
6523,04:23:25
6524,03:52:48
6525,05:27:51
6526,03:53:45
6527,04:32:32
6528,03:50:43
6529,04:16:38
6530,04:01:26
6531,04:27:21
6532,05:02:27
6533,04:09:52
6534,02:59:04
6535,04:34:52
6536,03:46:22
6537,04:09:38
6538,03:38:22
6539,04:58:08
6540,03:19:17
6541,03:27:12
6542,05:16:38
6543,06:30:56
6544,04:06:53
6545,06:36:34
6546,04:15:19
6547,04:38:17
6548,04:06:18
6549,03:42:26
6550,05:09:12
6551,03:53:58
6552,04:42:46
6553,04:02:45
6554,04:16:54
6555,04:10:16
6556,05:56:28
6557,05:38:17
6558,03:52:33
6559,03:27:22
6560,04:36:31
6561,04:39:22
6562,03:25:02
6563,04:15:55
6564,03:47:21
6565,04:17:06
6566,03:34:12
6567,03:59:26
6568,03:22:04
6569,03:14:55
6570,05:53:38
6571,04:32:08
6572,04:49:18
6573,06:34:56
6574,04:44:09
6575,05:28:59
6576,04:31:50
6577,05:50:56
6578,03:44:39
6579,03:01:38
6580,04:50:00
6581,05:42:00
6582,03:31:40
6583,04:01:22
6584,04:12:21
6585,04:18:16
6586,04:53:53
6587,05:36:03
6588,03:52:27
6589,03:08:36
6590,03:53:04
6591,05:45:05
6592,04:09:59
6593,04:04:25
6594,05:08:21
6595,02:54:27
6596,04:10:51
6597,04:09:34
6598,04:45:15
6599,05:05:31
6600,03:32:52
6601,04:35:10
6602,04:38:05
6603,03:51:02
6604,04:29:35
6605,03:05:30
6606,05:10:47
6607,03:49:28
6608,04:36:23
6609,03:47:00
6610,04:20:18
6611,03:57:13
6612,05:08:11
6613,03:35:45
6614,06:34:07
6615,03:48:43
6616,05:31:10
6617,04:26:48
6618,04:50:31
6619,03:36:57
6620,04:29:50
6621,05:11:53
6622,06:32:49
6623,06:05:16
6624,03:36:32
6625,05:38:55
6626,03:31:28
6627,04:00:14
6628,03:34:44
6629,06:48:55
6630,04:22:30
6631,03:48:26
6632,04:34:33
6633,03:58:00
6634,06:05:12
6635,04:22:36
6636,03:44:53
6637,03:56:47
6638,04:27:06
6639,04:05:56
6640,04:21:57
6641,07:21:24
6642,03:56:54
6643,04:22:08
6644,04:12:19
6645,04:45:54
6646,04:30:35
6647,02:57:41
6648,04:49:30
6649,03:20:11
6650,03:50:40
6651,04:52:29
6652,04:42:30
6653,03:33:14
6654,02:26:06
6655,03:29:26
6656,04:12:11
6657,04:33:54
6658,05:08:16
6659,04:47:42
6660,04:00:22
6661,05:19:00
6662,03:40:46
6663,03:24:31
6664,04:08:03
6665,06:34:00
6666,04:58:34
6667,04:21:53
6668,03:55:15
6669,03:15:13
6670,04:17:57
6671,06:31:39
6672,04:41:16
6673,03:23:16
6674,04:19:24
6675,03:43:46
6676,04:23:22
6677,04:59:29
6678,06:21:03
6679,05:11:55
6680,03:30:14
6681,05:04:40
6682,05:32:11
6683,04:44:14
6684,03:10:02
6685,04:15:19
6686,04:23:12
6687,05:25:35
6688,04:14:53
6689,03:21:57
6690,05:30:06
6691,04:39:42
6692,05:26:49
6693,03:58:04
6694,03:58:20
6695,04:22:05
6696,04:04:43
6697,07:06:12
6698,02:58:33
6699,05:13:18
6700,04:08:54
6701,04:13:47
6702,04:30:11
6703,04:40:37
6704,03:25:53
6705,05:06:56
6706,04:09:53
6707,04:31:07
6708,02:23:31
6709,06:10:54
6710,04:18:00
6711,03:32:47
6712,04:29:41
6713,03:23:37
6714,04:54:58
6715,03:52:17
6716,04:06:01
6717,03:14:00
6718,05:11:46
6719,05:45:21
6720,04:31:55
6721,03:49:43
6722,04:37:24
6723,05:14:16
6724,04:36:29
6725,05:07:33
6726,03:16:29
6727,04:41:31
6728,03:58:50
6729,04:41:32
6730,03:41:55
6731,03:50:25
6732,05:09:26
6733,03:44:03
6734,03:56:46
6735,03:29:44
6736,04:29:47
6737,04:59:36
6738,04:08:56
6739,03:52:25
6740,04:05:00
6741,04:20:25
6742,05:02:42
6743,04:21:02
6744,03:39:03
6745,03:50:31
6746,04:24:33
6747,06:50:09
6748,04:35:35
6749,06:33:58
6750,03:23:05
6751,07:04:55
6752,05:02:31
6753,04:28:36
6754,02:49:46
6755,04:22:08
6756,04:42:28
6757,04:36:09
6758,04:11:44
6759,03:44:02
6760,03:56:00
6761,05:32:01
6762,04:38:13
6763,04:13:03
6764,04:05:50
6765,03:23:56
6766,05:08:10
6767,03:53:22
6768,04:23:20
6769,04:19:52
6770,03:44:56
