ID,averageAge,sex,averageTime,averageRank,weightedAppearance,yearsOfParticipation,yearsSinceLastParticipation
3973,41.0,0,18999.0,1286.0,1,1,14
3974,27.0,0,14649.0,644.0,2,2,12
3975,43.0,0,15780.0,859.0,1,1,14
3976,47.0,1,16771.0,1040.0,1,1,14
3977,30.0,0,14882.0,672.0,1,1,14
3978,46.0,1,14355.0,567.0,1,1,14
3979,41.0,1,19501.0,1441.0,2,2,13
3980,71.0,1,21997.0,1573.0,2,2,13
3981,38.0,1,15824.0,874.0,1,1,14
3982,26.0,0,17707.0,1181.0,1,1,14
3983,33.0,0,14671.0,633.0,1,1,14
3984,39.0,1,14786.0,864.0,12,5,2
3985,52.0,1,14787.0,653.0,1,1,14
3986,30.0,0,16285.0,960.0,1,1,14
3987,28.0,1,16610.0,1017.0,1,1,14
3988,36.0,0,15962.0,911.0,2,2,13
3989,55.0,1,15120.0,825.0,3,2,10
3990,36.0,1,16719.0,1614.0,29,12,2
3991,52.0,1,12231.0,161.0,1,1,14
3992,56.0,0,15859.0,1017.0,3,2,11
3993,45.0,0,16364.0,1090.0,5,4,11
3994,39.0,1,12355.0,163.0,4,3,10
3995,35.0,0,18330.0,1234.0,1,1,14
3996,33.0,1,12725.0,210.0,1,1,14
3997,45.0,1,14883.0,926.0,26,11,2
3998,35.0,0,16091.0,938.0,2,2,13
3999,28.0,1,14944.0,686.0,1,1,14
4000,56.0,1,14321.0,558.0,1,1,14
4001,50.0,1,17114.0,1091.0,1,1,14
4002,50.0,1,16674.0,1025.0,1,1,14
4003,49.0,1,14546.0,651.0,5,4,11
4004,52.0,1,15100.0,711.0,1,1,14
4005,33.0,0,19233.0,1300.0,1,1,14
4006,33.0,0,16097.0,935.0,1,1,14
4007,34.0,1,15684.0,839.0,1,1,14
4008,47.0,1,12497.0,238.0,4,2,6
4009,33.0,1,11723.0,103.0,3,2,11
4010,34.0,1,13312.0,362.0,5,4,11
4011,39.0,0,15786.0,863.0,1,1,14
4012,56.0,0,15911.0,891.0,1,1,14
4013,34.0,1,14133.0,502.0,1,1,14
4014,33.0,1,13255.0,290.0,2,2,13
4015,46.0,0,18962.0,1283.0,1,1,14
4016,50.0,1,17914.0,1205.0,1,1,14
4017,47.0,1,12224.0,150.0,2,2,12
4018,38.0,1,16328.0,965.0,1,1,14
4019,39.0,1,15323.0,758.0,1,1,14
4020,36.0,1,16899.0,1053.0,1,1,14
4021,45.0,0,21181.0,1398.0,1,1,14
4022,36.0,0,22836.0,1580.0,2,2,13
4023,45.0,1,12836.0,223.0,1,1,14
4024,46.0,1,14311.0,551.0,1,1,14
4025,25.0,1,16053.0,918.0,1,1,14
4026,28.0,1,18741.0,1265.0,1,1,14
4027,40.0,1,13517.0,363.0,1,1,14
4028,45.0,1,16115.0,993.0,4,3,11
4029,33.0,1,13254.0,284.0,2,2,13
4030,46.0,0,14275.0,556.0,2,2,12
4031,45.0,1,12065.0,221.0,12,5,3
4032,53.0,1,13676.0,601.0,8,5,5
4033,31.0,1,11126.0,512.0,6,3,4
4034,46.0,0,17552.0,1156.0,1,1,14
4035,40.0,1,13509.0,361.0,1,1,14
4036,30.0,0,13642.0,390.0,1,1,14
4037,38.0,0,20538.0,1372.0,1,1,14
4038,48.0,1,14090.0,540.0,4,3,11
4039,35.0,1,15240.0,742.0,1,1,14
4040,34.0,1,13635.0,442.0,4,3,11
4041,56.0,1,13902.0,452.0,1,1,14
4042,33.0,0,20953.0,1389.0,1,1,14
4043,26.0,0,17677.0,1969.0,4,2,6
4044,39.0,1,13969.0,469.0,1,1,14
4045,30.0,0,13971.0,440.0,2,2,13
4046,47.0,1,13228.0,306.0,1,1,14
4047,22.0,1,11034.0,45.0,1,1,14
4048,43.0,0,18565.0,1500.0,4,3,11
4049,41.0,0,16872.0,1049.0,1,1,14
4050,48.0,1,14229.0,524.0,1,1,14
4051,33.0,1,15533.0,805.0,1,1,14
4052,30.0,0,15274.0,749.0,2,2,13
4053,32.0,1,13149.0,287.0,1,1,14
4054,23.0,1,10908.0,37.0,1,1,14
4055,62.0,1,21309.0,1401.0,1,1,14
4056,33.0,1,15007.0,701.0,1,1,14
4057,44.0,0,18310.0,1759.0,4,2,7
4058,31.0,1,13798.0,431.0,1,1,14
4059,64.0,1,16905.0,1057.0,1,1,14
4060,53.0,1,17525.0,1151.0,1,1,14
4061,28.0,1,12906.0,299.0,4,2,5
4062,32.0,0,15513.0,796.0,1,1,14
4063,44.0,1,14050.0,487.0,1,1,14
4064,40.0,0,14003.0,478.0,1,1,14
4065,51.0,1,14032.0,485.0,1,1,14
4066,29.0,1,10462.0,26.0,1,1,14
4067,34.0,1,15682.0,838.0,1,1,14
4068,39.0,1,12217.0,417.0,14,7,4
4069,32.0,0,12963.0,245.0,1,1,14
4070,35.0,1,14195.0,750.0,13,7,6
4071,44.0,1,11274.0,58.0,1,1,14
4072,39.0,0,14925.0,836.0,9,5,6
4073,47.0,1,16121.0,939.0,1,1,14
4074,56.0,1,12028.0,133.0,1,1,14
4075,51.0,1,15432.0,841.0,5,4,10
4076,50.0,0,14505.0,595.0,1,1,14
4077,36.0,1,13459.0,351.0,1,1,14
4078,32.0,1,12646.0,205.0,1,1,14
4079,40.0,1,14913.0,679.0,1,1,14
4080,40.0,0,15268.0,748.0,1,1,14
4081,36.0,1,16404.0,980.0,1,1,14
4082,44.0,0,19687.0,1325.0,1,1,14
4083,38.0,0,19012.0,1287.0,1,1,14
4084,36.0,1,10887.0,47.0,3,2,11
4085,41.0,1,15810.0,871.0,1,1,14
4086,56.0,1,15516.0,799.0,1,1,14
4087,45.0,0,17895.0,1204.0,1,1,14
4088,56.0,0,20202.0,1939.0,4,2,8
4089,30.0,1,16077.0,926.0,1,1,14
4090,43.0,0,23781.0,1444.0,1,1,14
4091,55.0,1,17421.0,1136.0,1,1,14
4092,45.0,0,14654.0,628.0,1,1,14
4093,61.0,0,20475.0,1367.0,1,1,14
4094,31.0,1,14058.0,468.0,2,2,13
4095,43.0,1,14557.0,601.0,1,1,14
4096,28.0,1,11163.0,50.0,1,1,14
4097,29.0,0,19156.0,1296.0,1,1,14
4098,33.0,0,18747.0,1721.0,3,2,9
4099,42.0,1,16371.0,1228.0,4,2,8
4100,41.0,1,13258.0,339.0,5,3,8
4101,53.0,1,23354.0,1438.0,1,1,14
4102,34.0,1,13952.0,464.0,1,1,14
4103,40.0,1,14238.0,539.0,5,4,10
4104,32.0,1,13051.0,264.0,1,1,14
4105,31.0,1,15526.0,804.0,1,1,14
4106,32.0,1,16087.0,931.0,1,1,14
4107,36.0,0,17110.0,1088.0,1,1,14
4108,50.0,1,14626.0,619.0,1,1,14
4109,42.0,1,12053.0,136.0,1,1,14
4110,22.0,1,15133.0,718.0,1,1,14
4111,42.0,0,16029.0,910.0,1,1,14
4112,30.0,1,12468.0,188.0,4,3,10
4113,59.0,1,14935.0,655.0,2,2,13
4114,36.0,0,16317.0,964.0,1,1,14
4115,54.0,1,16000.0,1094.0,3,2,11
4116,49.0,1,14653.0,627.0,1,1,14
4117,32.0,0,11396.0,69.0,1,1,14
4118,41.0,1,15019.0,704.0,1,1,14
4119,62.0,1,13808.0,598.0,16,7,6
4120,41.0,1,12657.0,297.0,8,4,6
4121,36.0,1,14492.0,593.0,1,1,14
4122,53.0,1,16142.0,959.0,2,2,13
4123,29.0,1,14630.0,590.0,2,2,13
4124,33.0,1,17731.0,1184.0,1,1,14
4125,47.0,1,19575.0,1317.0,1,1,14
4126,37.0,1,8861.0,63.0,6,3,4
4127,30.0,1,13253.0,300.0,3,2,10
4128,49.0,0,13602.0,382.0,1,1,14
4129,28.0,1,14211.0,519.0,1,1,14
4130,50.0,1,14003.0,478.0,1,1,14
4131,56.0,1,15519.0,801.0,1,1,14
4132,44.0,1,16760.0,1038.0,1,1,14
4133,48.0,1,13790.0,483.0,3,2,9
4134,35.0,1,14936.0,682.0,1,1,14
4135,39.0,0,12477.0,182.0,1,1,14
4136,35.0,0,14810.0,659.0,1,1,14
4137,36.0,1,14613.0,615.0,1,1,14
4138,33.0,1,22283.0,1423.0,1,1,14
4139,38.0,1,16733.0,1033.0,1,1,14
4140,57.0,0,24287.0,1447.0,1,1,14
4141,30.0,1,18500.0,1933.0,5,2,3
4142,32.0,1,15221.0,770.0,8,6,10
4143,37.0,0,14725.0,635.0,2,2,13
4144,54.0,0,23222.0,1918.0,3,2,11
4145,47.0,1,17230.0,1159.0,2,2,13
4146,36.0,0,13877.0,446.0,1,1,14
4147,34.0,1,15943.0,816.0,2,2,13
4148,43.0,1,14481.0,594.0,3,3,12
4149,31.0,0,15222.0,734.0,1,1,14
4150,48.0,1,17066.0,1543.0,7,4,6
4151,41.0,1,15130.0,753.0,5,4,10
4152,61.0,1,14519.0,821.0,10,4,3
4153,40.0,0,16158.0,926.0,2,2,13
4154,56.0,1,15085.0,938.0,13,7,6
4155,44.0,1,20604.0,1377.0,1,1,14
4156,42.0,0,16370.0,1027.0,2,2,12
4157,49.0,1,15575.0,815.0,1,1,14
4158,35.0,1,12865.0,226.0,1,1,14
4159,37.0,1,11002.0,43.0,1,1,14
4160,39.0,0,16804.0,1044.0,1,1,14
4161,53.0,0,11307.0,61.0,1,1,14
4162,41.0,0,17239.0,1441.0,4,2,7
4163,37.0,1,13219.0,300.0,1,1,14
4164,51.0,0,15176.0,743.0,2,2,13
4165,55.0,1,15935.0,899.0,1,1,14
4166,22.0,0,17871.0,1200.0,1,1,14
4167,47.0,0,22298.0,1424.0,1,1,14
4168,46.0,0,19407.0,1311.0,1,1,14
4169,31.0,0,22795.0,1432.0,1,1,14
4170,39.0,0,25017.0,1452.0,1,1,14
4171,41.0,1,15614.0,823.0,1,1,14
4172,57.0,1,15309.0,756.0,1,1,14
4173,34.0,0,17560.0,1158.0,1,1,14
4174,40.0,0,14912.0,885.0,13,7,6
4175,44.0,1,16436.0,987.0,1,1,14
4176,27.0,0,18256.0,1280.0,2,2,13
4177,31.0,1,15455.0,807.0,2,2,13
4178,32.0,1,13258.0,317.0,1,1,14
4179,34.0,0,13865.0,429.0,2,2,13
4180,33.0,1,17844.0,1198.0,1,1,14
4181,24.0,1,11629.0,88.0,1,1,14
4182,40.0,1,15783.0,860.0,1,1,14
4183,39.0,1,12454.0,533.0,11,6,4
4184,53.0,1,20930.0,2522.0,4,2,5
4185,37.0,1,14847.0,823.0,5,3,6
4186,35.0,1,14886.0,1101.0,4,2,5
4187,49.0,1,17472.0,1144.0,1,1,14
4188,43.0,1,11797.0,107.0,1,1,14
4189,54.0,0,24678.0,1449.0,1,1,14
4190,33.0,0,16023.0,1176.0,8,4,3
4191,40.0,0,13551.0,373.0,1,1,14
4192,33.0,1,13591.0,379.0,1,1,14
4193,51.0,1,21039.0,1393.0,1,1,14
4194,31.0,1,16475.0,994.0,1,1,14
4195,31.0,1,21060.0,1395.0,1,1,14
4196,42.0,1,13056.0,1376.0,14,7,4
4197,45.0,1,13476.0,356.0,1,1,14
4198,60.0,0,17745.0,1188.0,1,1,14
4199,43.0,0,10525.0,1610.0,5,2,4
4200,40.0,0,22195.0,1417.0,1,1,14
4201,39.0,1,13710.0,410.0,1,1,14
4202,44.0,1,16913.0,1272.0,3,2,10
4203,37.0,1,11256.0,76.0,4,2,5
4204,42.0,0,13236.0,310.0,1,1,14
4205,41.0,0,14262.0,535.0,1,1,14
4206,55.0,0,22766.0,1431.0,1,1,14
4207,48.0,0,17442.0,1139.0,1,1,14
4208,40.0,0,16505.0,1026.0,2,2,13
4209,39.0,1,15724.0,845.0,1,1,14
4210,64.0,1,16671.0,1155.0,4,3,10
4211,40.0,0,14314.0,553.0,1,1,14
4212,30.0,0,22222.0,1420.0,1,1,14
4213,34.0,1,15155.0,721.0,1,1,14
4214,49.0,1,22227.0,1422.0,1,1,14
4215,39.0,1,13482.0,421.0,6,4,10
4216,52.0,1,16857.0,1417.0,4,2,8
4217,39.0,0,10502.0,28.0,1,1,14
4218,50.0,1,17487.0,1148.0,1,1,14
4219,29.0,0,17560.0,1158.0,1,1,14
4220,39.0,1,12480.0,183.0,1,1,14
4221,42.0,1,13422.0,345.0,1,1,14
4222,26.0,1,14760.0,648.0,1,1,14
4223,39.0,1,20741.0,1384.0,1,1,14
4224,40.0,1,19877.0,1335.0,1,1,14
4225,35.0,1,17135.0,1252.0,4,2,5
4226,37.0,1,15046.0,707.0,1,1,14
4227,38.0,0,13316.0,328.0,1,1,14
4228,29.0,1,9921.0,27.0,6,3,8
4229,29.0,1,16215.0,950.0,1,1,14
4230,35.0,0,17638.0,1166.0,1,1,14
4231,43.0,1,10764.0,35.0,1,1,14
4232,35.0,1,11320.0,65.0,1,1,14
4233,47.0,0,16624.0,1019.0,1,1,14
4234,44.0,1,17399.0,1131.0,1,1,14
4235,42.0,1,13335.0,333.0,2,2,13
4236,44.0,1,16670.0,1090.0,2,2,12
4237,33.0,1,12285.0,165.0,1,1,14
4238,28.0,1,15609.0,1012.0,5,2,3
4239,38.0,0,14402.0,577.0,1,1,14
4240,34.0,1,14649.0,605.0,2,2,13
4241,40.0,1,19310.0,1418.0,2,2,12
4242,35.0,1,13700.0,1388.0,8,3,4
4243,45.0,1,13129.0,381.0,6,3,3
4244,43.0,1,13923.0,460.0,1,1,14
4245,49.0,1,11122.0,48.0,1,1,14
4246,44.0,1,20720.0,2526.0,4,2,5
4247,25.0,1,13618.0,385.0,1,1,14
4248,33.0,0,13062.0,270.0,1,1,14
4249,27.0,0,12866.0,227.0,1,1,14
4250,31.0,1,14355.0,567.0,1,1,14
4251,44.0,1,15827.0,876.0,1,1,14
4252,39.0,0,15203.0,731.0,1,1,14
4253,25.0,0,22085.0,1410.0,1,1,14
4254,33.0,1,11658.0,99.0,3,2,11
4255,34.0,1,13311.0,328.0,2,2,13
4256,23.0,1,15911.0,891.0,1,1,14
4257,49.0,1,15911.0,1281.0,5,3,6
4258,46.0,1,14663.0,632.0,1,1,14
4259,34.0,0,16081.0,928.0,1,1,14
4260,41.0,1,12628.0,202.0,1,1,14
4261,30.0,1,11125.0,49.0,1,1,14
4262,37.0,0,13749.0,418.0,1,1,14
4263,57.0,1,17223.0,1109.0,1,1,14
4264,46.0,1,14797.0,655.0,1,1,14
4265,50.0,1,15573.0,814.0,1,1,14
4266,25.0,1,14649.0,626.0,1,1,14
4267,63.0,1,17204.0,1107.0,1,1,14
4268,34.0,0,14796.0,636.0,2,2,13
4269,51.0,0,20743.0,1385.0,1,1,14
4270,35.0,0,16960.0,1068.0,1,1,14
4271,59.0,1,13641.0,389.0,1,1,14
4272,35.0,1,11255.0,57.0,1,1,14
4273,55.0,1,17587.0,1507.0,5,3,8
4274,45.0,1,13179.0,294.0,1,1,14
4275,35.0,1,17710.0,1183.0,1,1,14
4276,34.0,0,14411.0,579.0,1,1,14
4277,41.0,1,13862.0,441.0,1,1,14
4278,28.0,0,12185.0,171.0,4,3,11
4279,48.0,1,14236.0,528.0,1,1,14
4280,42.0,0,13672.0,403.0,1,1,14
4281,36.0,0,13351.0,359.0,7,5,10
4282,29.0,1,18067.0,1216.0,1,1,14
4283,43.0,1,13880.0,581.0,18,9,5
4284,58.0,1,17831.0,1418.0,4,3,11
4285,59.0,0,17329.0,1344.0,7,5,10
4286,43.0,1,10762.0,1400.0,7,3,4
4287,46.0,1,14261.0,582.0,3,2,10
4288,29.0,0,22758.0,1429.0,1,1,14
4289,28.0,0,14696.0,637.0,1,1,14
4290,46.0,1,14612.0,614.0,1,1,14
4291,40.0,1,13574.0,471.0,4,2,5
4292,34.0,1,13502.0,360.0,1,1,14
4293,44.0,0,15779.0,858.0,1,1,14
4294,19.0,1,20566.0,1375.0,1,1,14
4295,35.0,1,11633.0,89.0,1,1,14
4296,27.0,0,15857.0,880.0,1,1,14
4297,62.0,1,20078.0,1348.0,1,1,14
4298,45.0,1,13445.0,392.0,3,2,11
4299,38.0,0,17106.0,1485.0,5,2,2
4300,59.0,1,15582.0,922.0,4,3,10
4301,40.0,0,17067.0,1083.0,1,1,14
4302,51.0,1,15742.0,1033.0,8,5,8
4303,45.0,1,14629.0,620.0,1,1,14
4304,43.0,1,12028.0,133.0,1,1,14
4305,32.0,1,14213.0,520.0,1,1,14
4306,50.0,0,15495.0,791.0,1,1,14
4307,38.0,1,13918.0,476.0,5,4,11
4308,42.0,1,20920.0,2003.0,5,3,9
4309,42.0,1,20259.0,1994.0,4,2,7
4310,24.0,1,14332.0,562.0,1,1,14
4311,39.0,0,14629.0,968.0,4,2,5
4312,31.0,0,16074.0,976.0,4,2,7
4313,65.0,1,15923.0,896.0,1,1,14
4314,35.0,1,13204.0,298.0,1,1,14
4315,44.0,1,11931.0,124.0,1,1,14
4316,40.0,1,16701.0,1095.0,3,3,12
4317,39.0,1,14661.0,631.0,1,1,14
4318,32.0,1,17306.0,1199.0,2,2,12
4319,57.0,1,20050.0,1845.0,5,3,10
4320,45.0,1,12551.0,192.0,1,1,14
4321,53.0,1,13865.0,508.0,3,2,11
4322,35.0,0,17428.0,1137.0,1,1,14
4323,36.0,1,15356.0,1077.0,13,6,5
4324,29.0,1,15543.0,806.0,1,1,14
4325,41.0,0,17534.0,1357.0,4,3,11
4326,39.0,1,11492.0,73.0,1,1,14
4327,38.0,0,16516.0,1002.0,1,1,14
4328,27.0,1,13130.0,284.0,1,1,14
4329,35.0,1,12719.0,209.0,1,1,14
4330,29.0,1,13495.0,359.0,1,1,14
4331,50.0,1,12938.0,241.0,1,1,14
4332,35.0,0,17959.0,1208.0,1,1,14
4333,38.0,1,11877.0,1379.0,5,2,4
4334,24.0,0,13452.0,348.0,1,1,14
4335,43.0,1,16776.0,1042.0,1,1,14
4336,53.0,0,22289.0,1551.0,2,2,12
4337,37.0,0,18687.0,1258.0,1,1,14
4338,55.0,1,21833.0,2465.0,25,11,2
4339,39.0,1,12948.0,243.0,1,1,14
4340,39.0,1,12993.0,252.0,1,1,14
4341,36.0,1,16600.0,1016.0,1,1,14
4342,57.0,1,16306.0,989.0,2,2,13
4343,43.0,1,11520.0,872.0,6,3,4
4344,40.0,1,16972.0,1070.0,1,1,14
4345,48.0,1,19629.0,1321.0,1,1,14
4346,28.0,1,15887.0,899.0,2,2,13
4347,33.0,0,18441.0,1248.0,1,1,14
4348,26.0,0,14609.0,613.0,1,1,14
4349,54.0,1,14443.0,575.0,2,2,13
4350,30.0,1,13539.0,371.0,1,1,14
4351,48.0,1,19065.0,2122.0,6,3,6
4352,39.0,0,13179.0,294.0,1,1,14
4353,46.0,1,20718.0,1383.0,1,1,14
4354,27.0,0,18659.0,1255.0,1,1,14
4355,45.0,1,13287.0,324.0,1,1,14
4356,38.0,1,15161.0,724.0,1,1,14
4357,45.0,1,14050.0,482.0,2,2,13
4358,52.0,1,12177.0,157.0,1,1,14
4359,37.0,0,13127.0,283.0,1,1,14
4360,47.0,1,14345.0,596.0,7,4,5
4361,28.0,0,14356.0,569.0,1,1,14
4362,40.0,1,16538.0,1186.0,7,3,2
4363,37.0,1,13538.0,409.0,2,2,12
4364,59.0,1,15945.0,1158.0,16,8,6
4365,38.0,0,17173.0,1309.0,3,2,11
4366,39.0,1,16368.0,974.0,1,1,14
4367,44.0,1,13919.0,457.0,1,1,14
4368,27.0,1,15365.0,769.0,1,1,14
4369,31.0,0,20013.0,1345.0,1,1,14
4370,27.0,0,20911.0,1388.0,1,1,14
4371,33.0,0,14026.0,484.0,1,1,14
4372,30.0,0,15428.0,781.0,1,1,14
4373,69.0,1,22076.0,1409.0,1,1,14
4374,31.0,1,15939.0,904.0,1,1,14
4375,33.0,0,15158.0,722.0,1,1,14
4376,44.0,1,13222.0,301.0,1,1,14
4377,40.0,0,13138.0,285.0,1,1,14
4378,51.0,1,16401.0,978.0,1,1,14
4379,53.0,1,13063.0,258.0,3,3,12
4380,59.0,1,24706.0,1450.0,1,1,14
4381,49.0,0,18405.0,1239.0,1,1,14
4382,26.0,0,14862.0,667.0,1,1,14
4383,53.0,0,17770.0,1378.0,5,4,11
4384,42.0,0,16334.0,1283.0,7,4,6
4385,53.0,0,17861.0,1858.0,27,11,2
4386,45.0,0,18955.0,1789.0,3,2,9
4387,35.0,1,14780.0,651.0,1,1,14
4388,40.0,1,11494.0,74.0,1,1,14
4389,32.0,1,12647.0,206.0,1,1,14
4390,29.0,1,7943.0,2.0,1,1,14
4391,63.0,1,15150.0,743.0,2,2,13
4392,55.0,1,15292.0,754.0,1,1,14
4393,45.0,1,13292.0,857.0,14,6,3
4394,57.0,0,18434.0,1246.0,1,1,14
4395,34.0,1,14809.0,658.0,1,1,14
4396,41.0,1,15994.0,908.0,1,1,14
4397,49.0,1,19017.0,1288.0,1,1,14
4398,44.0,1,11244.0,57.0,3,3,12
4399,42.0,1,17012.0,1162.0,3,3,12
4400,34.0,0,15278.0,751.0,1,1,14
4401,35.0,0,14814.0,660.0,1,1,14
4402,47.0,1,18488.0,1250.0,1,1,14
4403,36.0,1,16588.0,1013.0,1,1,14
4404,30.0,1,14959.0,690.0,1,1,14
4405,33.0,0,17272.0,1114.0,1,1,14
4406,32.0,1,12074.0,141.0,1,1,14
4407,55.0,0,21522.0,1403.0,1,1,14
4408,39.0,1,14353.0,566.0,1,1,14
4409,64.0,1,18880.0,1656.0,6,4,10
4410,29.0,1,20710.0,1382.0,1,1,14
4411,44.0,1,13088.0,274.0,1,1,14
4412,38.0,1,12903.0,236.0,1,1,14
4413,26.0,1,13994.0,476.0,1,1,14
4414,37.0,1,12562.0,194.0,1,1,14
4415,36.0,1,14563.0,604.0,1,1,14
4416,33.0,1,12169.0,156.0,1,1,14
4417,45.0,1,15902.0,887.0,1,1,14
4418,38.0,0,18701.0,1797.0,4,2,7
4419,28.0,0,14963.0,691.0,1,1,14
4420,38.0,1,12101.0,125.0,2,2,13
4421,39.0,0,19903.0,1338.0,1,1,14
4422,62.0,1,22765.0,1430.0,1,1,14
4423,26.0,1,11579.0,82.0,1,1,14
4424,44.0,1,12402.0,173.0,1,1,14
4425,32.0,1,12751.0,241.0,7,5,10
4426,42.0,1,13860.0,440.0,1,1,14
4427,50.0,1,17558.0,1214.0,2,2,13
4428,39.0,0,18413.0,1241.0,1,1,14
4429,32.0,0,14051.0,488.0,1,1,14
4430,31.0,0,17160.0,1098.0,1,1,14
4431,16.0,1,14872.0,670.0,1,1,14
4432,54.0,1,15100.0,827.0,4,3,10
4433,45.0,1,13288.0,259.0,1,1,13
4434,42.0,1,16562.0,1758.0,9,4,5
4435,38.0,0,15311.0,777.0,1,1,13
4436,36.0,0,16764.0,1104.0,1,1,13
4437,23.0,0,14499.0,585.0,1,1,13
4438,19.0,1,15436.0,803.0,1,1,13
4439,56.0,1,15390.0,931.0,5,3,9
4440,40.0,1,20599.0,1645.0,1,1,13
4441,36.0,1,17457.0,1256.0,1,1,13
4442,42.0,1,16984.0,1155.0,1,1,13
4443,32.0,0,19606.0,1547.0,1,1,13
4444,33.0,1,13259.0,251.0,1,1,13
4445,48.0,1,18001.0,1367.0,1,1,13
4446,38.0,1,14473.0,578.0,1,1,13
4447,33.0,1,14969.0,681.0,1,1,13
4448,42.0,0,16562.0,1139.0,4,3,10
4449,56.0,1,13724.0,450.0,5,3,9
4450,26.0,1,15793.0,898.0,2,2,12
4451,47.0,1,12543.0,154.0,1,1,13
4452,24.0,1,13059.0,324.0,5,3,6
4453,38.0,1,14855.0,661.0,1,1,13
4454,30.0,0,17185.0,1202.0,1,1,13
4455,29.0,1,20919.0,1670.0,1,1,13
4456,54.0,1,18628.0,1820.0,7,4,8
4457,52.0,1,20469.0,1632.0,1,1,13
4458,43.0,0,13784.0,445.0,3,2,11
4459,45.0,1,16156.0,1863.0,12,6,4
4460,37.0,1,15283.0,773.0,1,1,13
4461,39.0,1,13811.0,379.0,1,1,13
4462,38.0,1,16246.0,984.0,1,1,13
4463,25.0,1,16423.0,1027.0,1,1,13
4464,45.0,0,19402.0,1538.0,1,1,13
4465,47.0,0,21305.0,1692.0,1,1,13
4466,45.0,1,11913.0,88.0,1,1,13
4467,44.0,1,18270.0,1399.0,1,1,13
4468,35.0,0,20128.0,1595.0,1,1,13
4469,38.0,1,15992.0,939.0,1,1,13
4470,32.0,1,17885.0,1345.0,1,1,13
4471,43.0,1,16310.0,997.0,1,1,13
4472,49.0,1,17893.0,1472.0,4,3,11
4473,34.0,1,16449.0,1032.0,1,1,13
4474,49.0,1,15644.0,848.0,1,1,13
4475,35.0,0,13831.0,384.0,1,1,13
4476,33.0,1,16762.0,1103.0,1,1,13
4477,40.0,1,11300.0,49.0,1,1,13
4478,49.0,1,14731.0,636.0,1,1,13
4479,38.0,1,13408.0,525.0,21,8,2
4480,57.0,1,14453.0,573.0,1,1,13
4481,18.0,1,18791.0,1461.0,1,1,13
4482,41.0,1,16035.0,945.0,1,1,13
4483,37.0,1,20269.0,1605.0,1,1,13
4484,30.0,0,12542.0,153.0,1,1,13
4485,38.0,1,15391.0,1261.0,4,2,6
4486,51.0,1,14973.0,848.0,7,4,9
4487,45.0,1,12848.0,189.0,1,1,13
4488,40.0,0,17934.0,2003.0,4,2,6
4489,28.0,1,18362.0,1406.0,1,1,13
4490,21.0,0,15245.0,756.0,1,1,13
4491,55.0,1,11650.0,69.0,1,1,13
4492,42.0,1,18287.0,1300.0,4,3,10
4493,34.0,1,13157.0,230.0,1,1,13
4494,37.0,1,15665.0,853.0,1,1,13
4495,56.0,1,15519.0,816.0,1,1,13
4496,29.0,1,18547.0,1624.0,3,2,11
4497,39.0,1,14974.0,683.0,1,1,13
4498,31.0,1,18798.0,1464.0,1,1,13
4499,34.0,1,16462.0,957.0,2,2,12
4500,22.0,0,18949.0,1485.0,1,1,13
4501,43.0,1,18619.0,1455.0,8,4,3
4502,22.0,0,14423.0,566.0,1,1,13
4503,25.0,0,16314.0,1168.0,5,3,10
4504,38.0,0,20831.0,1661.0,1,1,13
4505,47.0,0,18797.0,1463.0,1,1,13
4506,26.0,1,14476.0,580.0,1,1,13
4507,42.0,1,11913.0,88.0,1,1,13
4508,37.0,1,16947.0,1143.0,1,1,13
4509,38.0,1,18897.0,1475.0,1,1,13
4510,56.0,1,16861.0,1788.0,11,4,3
4511,36.0,0,13051.0,243.0,2,2,12
4512,34.0,0,18046.0,1372.0,1,1,13
4513,26.0,1,14727.0,706.0,6,3,2
4514,40.0,1,13367.0,334.0,3,2,11
4515,35.0,0,21819.0,1724.0,1,1,13
4516,34.0,1,19324.0,1529.0,1,1,13
4517,33.0,1,12523.0,150.0,1,1,13
4518,32.0,0,25355.0,1777.0,1,1,13
4519,29.0,1,14729.0,704.0,3,2,11
4520,25.0,1,10381.0,21.0,1,1,13
4521,31.0,1,12732.0,169.0,1,1,13
4522,22.0,0,12729.0,168.0,1,1,13
4523,24.0,1,13978.0,440.0,1,1,13
4524,34.0,1,15134.0,726.0,1,1,13
4525,17.0,1,13405.0,281.0,1,1,13
4526,39.0,0,15117.0,717.0,1,1,13
4527,27.0,1,12070.0,103.0,1,1,13
4528,28.0,0,22569.0,1746.0,1,1,13
4529,37.0,1,14055.0,1646.0,12,4,3
4530,30.0,0,22838.0,1754.0,1,1,13
4531,48.0,0,15969.0,1031.0,4,3,11
4532,35.0,0,19225.0,1515.0,1,1,13
4533,29.0,1,11316.0,51.0,1,1,13
4534,33.0,1,13730.0,357.0,1,1,13
4535,54.0,1,20841.0,1663.0,1,1,13
4536,62.0,1,19868.0,1576.0,1,1,13
4537,48.0,1,17253.0,1212.0,1,1,13
4538,25.0,0,18896.0,1474.0,1,1,13
4539,30.0,1,16154.0,962.0,1,1,13
4540,35.0,1,12759.0,284.0,13,6,2
4541,35.0,0,17062.0,1164.0,1,1,13
4542,47.0,0,23433.0,1759.0,1,1,13
4543,48.0,1,15832.0,898.0,1,1,13
4544,43.0,1,17070.0,1167.0,1,1,13
